state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
ms,2010,upper,SB 3201,Lauderdale County; authorize to negotiate fee-in-lieu payment to school district under major economic project in the county.,2010-12-10 00:05:17.678000,2011-01-12 03:15:19.301000,bill,
ms,2010,upper,SB 3202,Issaquena County; authorize transfer of lot to Town of Mayersville.,2010-12-10 00:05:17.685000,2011-01-12 03:15:19.308000,bill,
ms,2010,upper,SB 3203,Town of Glendora; designate a qualified resort area for purposes of the Alcoholic Beverage Control Law.,2010-12-10 00:05:17.688000,2011-01-12 03:15:19.310000,bill,
ms,2010,upper,SB 3204,"City of Biloxi, MS; may clean certain private property that was impacted by Hurricane Katrina.",2010-12-10 00:05:17.704000,2011-01-12 03:15:19.317000,bill,
ms,2010,upper,SB 3205,Claiborne County; authorize to expend funds for the development of an industrial park.,2010-12-10 00:05:17.708000,2011-01-12 03:15:19.321000,bill,
ms,2010,upper,SB 3206,"Harrison County; authorize to create the ""Harrison County Motor Vehicle for Hire Commission.""",2010-12-10 00:05:17.711000,2011-01-12 03:15:19.333000,bill,
ms,2010,upper,SB 3207,Jackson Convention and Visitors Bureau; remove repeal date on.,2010-12-10 00:05:17.713000,2011-01-12 03:15:19.335000,bill,
ms,2010,upper,SB 3208,Tallahatchie County; authorize to name a Family Master for chancery court.,2010-12-10 00:05:17.715000,2011-01-12 03:15:19.337000,bill,
ms,2010,upper,SB 3209,Harrison County; authorize contracts with not-for-profit organizations for promotion of tourism and conventions.,2010-12-10 00:05:17.717000,2011-01-12 03:15:19.338000,bill,
ms,2010,upper,SB 3210,Bolivar County; authorize certain chancellor to appoint special master and family master for.,2010-12-10 00:05:17.719000,2011-01-12 03:15:19.340000,bill,
ms,2010,upper,SB 3211,Authorized activity by trustees; clarify that religious denominations or foundations are included.,2010-12-10 00:05:17.725000,2011-01-12 03:15:19.347000,bill,
ms,2010,upper,SB 3212,Reenacted State Department of Health and State Board of Health; change effective date on bill.,2010-12-10 00:05:17.732000,2011-01-12 03:15:19.354000,bill,
ms,2010,upper,SB 3213,Public property; authorize DFA to sell and convey or lease the Old School for the Blind property.,2010-12-10 00:05:17.750000,2011-01-12 03:15:19.372000,bill,
ms,2010,upper,SB 3214,Health care exchange plans; prohibit use of federal funds to pay for elective abortions in Mississippi.,2010-12-10 00:05:17.757000,2011-01-12 03:15:19.379000,bill,
ms,2010,upper,SC 501,Constitutional amendment; reduce the size of the Legislature.,2010-12-10 00:05:17.760000,2011-01-12 03:15:19.382000,concurrent resolution,
ms,2010,upper,SC 502,"Commend Jackson Academy ""Lady Raiders"" Girls Soccer Team for first State Championship.",2010-12-10 00:05:17.767000,2011-01-12 03:15:19.388000,concurrent resolution,
ms,2010,upper,SC 503,"Commend the life of Don Butler, former Chief of the Mississippi Highway Safety Patrol.",2010-12-10 00:05:17.775000,2011-01-12 03:15:19.397000,concurrent resolution,
ms,2010,upper,SC 504,Commend life of prominent Jackson businessman and community leader Hap Hederman.,2010-12-10 00:05:17.793000,2011-01-12 03:15:19.416000,concurrent resolution,
ms,2010,upper,SC 505,"Commend life of Afghanistan casualty, Sergeant Matthew Ingram.",2010-12-10 00:05:17.802000,2011-01-12 03:15:19.425000,concurrent resolution,
ms,2010,upper,SC 506,Commend life of Afghanistan casualty Mississippi Army National Guard Sergeant First Class Severin Summers III.,2010-12-10 00:05:17.812000,2011-01-12 03:15:19.435000,concurrent resolution,
ms,2010,upper,SC 507,"Commend Anna Elizabeth Tadlock, Miss Mississippi 2009.",2010-12-10 00:05:17.831000,2011-01-12 03:15:19.465000,concurrent resolution,
ms,2010,upper,SC 508,Commend Sergeant 1st Class Jesse Nicholson for receiving the Bronze Star with Valor for heroic actions in Iraq.,2010-12-10 00:05:17.840000,2011-01-12 03:15:19.474000,concurrent resolution,
ms,2010,upper,SC 509,"Commend Ken Toler, Sr., Mississippi Sports Hall of Fame Class of 2010.",2010-12-10 00:05:17.848000,2011-01-12 03:15:19.483000,concurrent resolution,
ms,2010,upper,SC 510,"Commend Orange Grove ""Southern Heat"" Baseball Team for Southwest Regional Championship Title.",2010-12-10 00:05:17.855000,2011-01-12 03:15:19.491000,concurrent resolution,
ms,2010,upper,SC 511,United States Constitution; urge Congress to call convention to amend relative to a flat-rate income tax system.,2010-12-10 00:05:17.868000,2011-01-12 03:15:19.493000,concurrent resolution,
ms,2010,upper,SC 512,"Commend life of Philippine casualty United States Army Special Forces Sergeant 1st Class Christopher Shaw of Natchez, Mississippi.",2010-12-10 00:05:17.877000,2011-01-12 03:15:19.502000,concurrent resolution,
ms,2010,upper,SC 513,Commend Pearl High School Marching Band for winning the 2009 Class 5A State Championship.,2010-12-10 00:05:17.885000,2011-01-12 03:15:19.511000,concurrent resolution,
ms,2010,upper,SC 514,"Commend Jackson Academy ""Raiders"" Football Team for MAIS State Championship.",2010-12-10 00:05:17.893000,2011-01-12 03:15:19.518000,concurrent resolution,
ms,2010,upper,SC 515,Mourn the loss and commend the life of retired FBI Agent and former MS Commissioner of Public Safety Jim Ingram.,2010-12-10 00:05:17.912000,2011-01-12 03:15:19.527000,concurrent resolution,
ms,2010,upper,SC 516,"Commend life of Iraq casualty U.S. Army Sergeant First Class Johnny Roosevelt Polk of Gulfport, Mississippi.",2010-12-10 00:05:17.922000,2011-01-12 03:15:19.547000,concurrent resolution,
ms,2010,upper,SC 517,Mourn the loss of Spiritual and Civic Leader The Reverend Glen Ray Travis.,2010-12-10 00:05:17.931000,2011-01-12 03:15:19.557000,concurrent resolution,
ms,2010,upper,SC 518,"Commend life of Dr. Robert E. ""Bobby"" Schmieg, Jr., leading UMC faculty trauma and general surgeon.",2010-12-10 00:05:17.947000,2011-01-12 03:15:19.565000,concurrent resolution,
ms,2010,upper,SC 519,"Mourn the loss and commend the life and service of State Health Officer Dr. Ed Thompson, Jr.",2010-12-10 00:05:17.957000,2011-01-12 03:15:19.585000,concurrent resolution,
ms,2010,upper,SC 520,"Commend life of Daniel Arthur ""Dan"" Wiggs of Ripley, Mississippi.",2010-12-10 00:05:17.965000,2011-01-12 03:15:19.594000,concurrent resolution,
ms,2010,upper,SC 521,"Commend the life of Vietnam P.O.W., Colonel John ""Jack"" Pitchford of Natchez, Mississippi.",2010-12-10 00:05:17.974000,2011-01-12 03:15:19.603000,concurrent resolution,
ms,2010,upper,SC 522,Commend life of former State Senator Pat Welch.,2010-12-10 00:05:17.983000,2011-01-12 03:15:19.623000,concurrent resolution,
ms,2010,upper,SC 523,Commend World War II Veteran and Newton County resident Vernon Gibbs for receiving the French Legion of Honor Medal.,2010-12-10 00:05:18.002000,2011-01-12 03:15:19.633000,concurrent resolution,
ms,2010,upper,SC 524,"Commend NASA and designate January 6, 2010, as NASA Space Day in Mississippi.",2010-12-10 00:05:18.012000,2011-01-12 03:15:19.642000,concurrent resolution,
ms,2010,upper,SC 525,Mourn the loss and commend public service of Bassfield Mayor Buford Blount II.,2010-12-10 00:05:18.020000,2011-01-12 03:15:19.662000,concurrent resolution,
ms,2010,upper,SC 526,"Commend long and distinguished legacy of public service of former House Appropriations Chairman Representative ""Charlie"" Capps, Jr.",2010-12-10 00:05:18.040000,2011-01-12 03:15:19.671000,concurrent resolution,
ms,2010,upper,SC 527,"Commend Mississippi Highway Patrol fitness team for winning second consecutive National ""Lawfit Challenge.""",2010-12-10 00:05:18.049000,2011-01-12 03:15:19.704000,concurrent resolution,
ms,2010,upper,SC 528,Resolution to protect and defend state authority under Tenth Amendment to U.S. Constitution over certain powers.,2010-12-10 00:05:18.052000,2011-01-12 03:15:19.707000,concurrent resolution,
ms,2010,upper,SC 529,"Commend the life of former State Senator, retired Brigadier General (MNG) and Biloxi businessman Tommy Munro.",2010-12-10 00:05:18.060000,2011-01-12 03:15:19.716000,concurrent resolution,
ms,2010,upper,SC 530,Recognize Jackson Jazz Artist Cassandra Wilson upon the dedication of Mississippi's 100th Blues Trail Marker.,2010-12-10 00:05:18.079000,2011-01-12 03:15:19.725000,concurrent resolution,
ms,2010,upper,SC 531,"Recognize April 19, 2010, as ""Patriots Day in Mississippi.""",2010-12-10 00:05:18.087000,2011-01-12 03:15:19.734000,concurrent resolution,
ms,2010,upper,SC 532,Const.; provide for alternative forms of county government.,2010-12-10 00:05:18.089000,2011-01-12 03:15:19.736000,concurrent resolution,
ms,2010,upper,SC 533,Constitution; amend Section 124 to require a favorable recommendation from the State Parole Board before the Governor can issue a pardon.,2010-12-10 00:05:18.091000,2011-01-12 03:15:19.738000,concurrent resolution,
ms,2010,upper,SC 534,"Designate ""Hydrocephalus Awareness Week in Mississippi.""",2010-12-10 00:05:18.098000,2011-01-12 03:15:19.745000,concurrent resolution,
ms,2010,upper,SC 535,Constitution; amend Section 241 to provide that persons convicted of a felony may not vote.,2010-12-10 00:05:18.100000,2011-01-12 03:15:19.747000,concurrent resolution,
ms,2010,upper,SC 536,Joint Rules of the Senate and House; revise conference report adoption deadline for appropriation/revenue bills.,2010-12-10 00:05:18.103000,2011-01-12 03:15:19.749000,concurrent resolution,
ms,2010,upper,SC 537,Designate the geographic center of the State of Mississippi to be located in Leake County.,2010-12-10 00:05:18.105000,2011-01-12 03:15:19.751000,concurrent resolution,
ms,2010,upper,SC 538,"Constitution, Section 26; widen geographical area for jury pool.",2010-12-10 00:05:18.117000,2011-01-12 03:15:19.753000,concurrent resolution,
ms,2010,upper,SC 539,Request the Boy Scouts of America to make an Annual Report to the Legislature.,2010-12-10 00:05:18.119000,2011-01-12 03:15:19.755000,concurrent resolution,
ms,2010,upper,SC 540,Constitution; amend to require election districts to be composed of whole precincts.,2010-12-10 00:05:18.121000,2011-01-12 03:15:19.757000,concurrent resolution,
ms,2010,upper,SC 541,"Commend South Panola High School ""Tigers"" Football Team for eighth State Championship.",2010-12-10 00:05:18.127000,2011-01-12 03:15:19.764000,concurrent resolution,
ms,2010,upper,SC 542,Congratulate former State Senator E. Vincent Davis upon his appointment as Chancellor of the 17th Chancery Court District.,2010-12-10 00:05:18.137000,2011-01-12 03:15:19.776000,concurrent resolution,
ms,2010,upper,SC 543,Commend Circuit Clerk Lucy Carpenter from Marshall County as longest serving Circuit Clerk.,2010-12-10 00:05:18.156000,2011-01-12 03:15:19.796000,concurrent resolution,
ms,2010,upper,SC 544,Constitution; amend Section 241 to provide that a person convicted of buying votes shall lose his right of suffrage.,2010-12-10 00:05:18.159000,2011-01-12 03:15:19.799000,concurrent resolution,
ms,2010,upper,SC 545,Constitution; amend Section 46 to allow a decrease in the compensation of members of the Legislature to become effective immediately.,2010-12-10 00:05:18.161000,2011-01-12 03:15:19.801000,concurrent resolution,
ms,2010,upper,SC 546,Constitution; amend to provide that felony convictions result in loss of suffrage; Legislature impose conditions for restoration.,2010-12-10 00:05:18.163000,2011-01-12 03:15:19.803000,concurrent resolution,
ms,2010,upper,SC 547,Taxation; joint committee to study state tax system.,2010-12-10 00:05:18.166000,2011-01-12 03:15:19.805000,concurrent resolution,
ms,2010,upper,SC 548,Constitution; amend Section 121 to require the Governor to give at least 10 days' notice before convening an extraordinary session.,2010-12-10 00:05:18.167000,2011-01-12 03:15:19.807000,concurrent resolution,
ms,2010,upper,SC 549,Martin Luther King birthday; Legislature not convene.,2010-12-10 00:05:18.170000,2011-01-12 03:15:19.809000,concurrent resolution,
ms,2010,upper,SC 550,Commend Fox 40 News Anchor Kathy Times on her election as President of the National Association of Black Journalists.,2010-12-10 00:05:18.176000,2011-01-12 03:15:19.817000,concurrent resolution,
ms,2010,upper,SC 551,Commend professional and civic contributions of Dr. Dewey Handy.,2010-12-10 00:05:18.184000,2011-01-12 03:15:19.836000,concurrent resolution,
ms,2010,upper,SC 552,Early oral health care; urge State Board of Education/Health to recognize importance to a child's ability to learn.,2010-12-10 00:05:18.197000,2011-01-12 03:15:19.839000,concurrent resolution,
ms,2010,upper,SC 553,"Commend Tylertown High School ""Chiefs"" Football Team for 3A State Championship.",2010-12-10 00:05:18.203000,2011-01-12 03:15:19.845000,concurrent resolution,
ms,2010,upper,SC 554,"Recognize Mississippi Public Broadcasting's ""Between the Lions"" for receiving two 2009 Emmy Awards.",2010-12-10 00:05:18.210000,2011-01-12 03:15:19.853000,concurrent resolution,
ms,2010,upper,SC 555,"Recognize career of Malaco recording artist Bobby ""Blue"" Bland on 80th birthday.",2010-12-10 00:05:18.219000,2011-01-12 03:15:19.877000,concurrent resolution,
ms,2010,upper,SC 556,"Commend Mount Olive High School ""Pirates"" Football Team for winning Class 1A State Championship.",2010-12-10 00:05:18.226000,2011-01-12 03:15:19.886000,concurrent resolution,
ms,2010,upper,SC 557,"Designate May 17, 2010, as ""Bike-to-Work Day in Mississippi.""",2010-12-10 00:05:18.230000,2011-01-12 03:15:19.888000,concurrent resolution,
ms,2010,upper,SC 558,"Commend Jerry Mitchell for being recipient of 2009 MacArthur Foundation ""Genius Grant.""",2010-12-10 00:05:18.247000,2011-01-12 03:15:19.895000,concurrent resolution,
ms,2010,upper,SC 559,"Designate January 13, 2010, as ""Wear Blue for a Healthy Gulf and Coast Day in Mississippi.""",2010-12-10 00:05:18.249000,2011-01-12 03:15:19.898000,concurrent resolution,
ms,2010,upper,SC 560,"Urge federal government to name FBI Building for James Chaney, Andrew Goodman and Michael Schwerner.",2010-12-10 00:05:18.253000,2011-01-12 03:15:19.900000,concurrent resolution,
ms,2010,upper,SC 561,Constitution; amend Section 252 to provide for statewide elections to occur in even numbered years.,2010-12-10 00:05:18.255000,2011-01-12 03:15:19.903000,concurrent resolution,
ms,2010,upper,SC 562,"Constitution; amend to prohibit laws compelling any person, employer or health care provider to participate in any health care plan.",2010-12-10 00:05:18.257000,2011-01-12 03:15:19.905000,concurrent resolution,
ms,2010,upper,SC 563,Constitution; authorize alternative forms of county government.,2010-12-10 00:05:18.259000,2011-01-12 03:15:19.907000,concurrent resolution,
ms,2010,upper,SC 564,"Designate ""National Wear Red Day"" in Mississippi to support women's heart disease awareness.",2010-12-10 00:05:18.261000,2011-01-12 03:15:19.909000,concurrent resolution,
ms,2010,upper,SC 565,Express concern for victims of devastating Haiti earthquake and urging support of relief efforts.,2010-12-10 00:05:18.271000,2011-01-12 03:15:19.919000,concurrent resolution,
ms,2010,upper,SC 566,Constitution; amend Section 97 to allow legislative extension of a statute of limitations.,2010-12-10 00:05:18.275000,2011-01-12 03:15:19.924000,concurrent resolution,
ms,2010,upper,SC 567,Mourn the loss and commend the public service of former Rienzi Mayor David Potts.,2010-12-10 00:05:18.292000,2011-01-12 03:15:19.930000,concurrent resolution,
ms,2010,upper,SC 568,Unfunded state mandates; amend Constitution to prohibit.,2010-12-10 00:05:18.294000,2011-01-12 03:15:19.933000,concurrent resolution,
ms,2010,upper,SC 569,Recognize Mrs. Virgia Bartee on 106th birthday.,2010-12-10 00:05:18.301000,2011-01-12 03:15:19.939000,concurrent resolution,
ms,2010,upper,SC 570,Mourn the loss of former Associate State Superintendent of Vocational Education Elwyn Wheat.,2010-12-10 00:05:18.307000,2011-01-12 03:15:19.966000,concurrent resolution,
ms,2010,upper,SC 571,Congratulate DSU President Dr. John Hilpert for his election as Chairman of the Southern Association of Colleges and Schools (SACS).,2010-12-10 00:05:18.315000,2011-01-12 03:15:19.974000,concurrent resolution,
ms,2010,upper,SC 572,"Recognize the 18th Surgeon General of the United States, Vice Admiral Regina M. Benjamin, USPHS.",2010-12-10 00:05:18.333000,2011-01-12 03:15:19.983000,concurrent resolution,
ms,2010,upper,SC 573,Recognize Lazy Magnolia Brewing Company on 5th Anniversary and for contributions to the Mississippi Gulf Coast.,2010-12-10 00:05:18.341000,2011-01-12 03:15:19.991000,concurrent resolution,
ms,2010,upper,SC 574,Recognize Reverend John Carter for over 60 years of religious leadership.,2010-12-10 00:05:18.348000,2011-01-12 03:15:19.999000,concurrent resolution,
ms,2010,upper,SC 575,"Recognize country/bluegrass music legacy of Bud and Hazel Huddleston of Ripley, Mississippi.",2010-12-10 00:05:18.365000,2011-01-12 03:15:20.006000,concurrent resolution,
ms,2010,upper,SC 576,"Commend Trinity Episcopal Day School ""Saints"" Football Team for winning MAIS Class A State Championship.",2010-12-10 00:05:18.373000,2011-01-12 03:15:20.014000,concurrent resolution,
ms,2010,upper,SC 577,Commend St. Stanislaus Football Team and Quarterback Dylan Favre for winning Class 4A State Championship.,2010-12-10 00:05:18.380000,2011-01-12 03:15:20.021000,concurrent resolution,
ms,2010,upper,SC 578,"Commend Northwest Rankin High School ""Cougar"" Marching Band for Thanksgiving Day Parade in Chicago.",2010-12-10 00:05:18.388000,2011-01-12 03:15:20.029000,concurrent resolution,
ms,2010,upper,SC 579,"Designate April 20, 2010, as ""Mississippi Earth Day:  The Green Generation.""",2010-12-10 00:05:18.391000,2011-01-12 03:15:20.032000,concurrent resolution,
ms,2010,upper,SC 580,Commend Don Mason as 2009-2010 Chairman of the Mississippi Manufacturers Association.,2010-12-10 00:05:18.409000,2011-01-12 03:15:20.059000,concurrent resolution,
ms,2010,upper,SC 581,"Commend Major General J. Erik Hearon, Commander of Mississippi Air National Guard, upon retirement after 40 years of service.",2010-12-10 00:05:18.417000,2011-01-12 03:15:20.070000,concurrent resolution,
ms,2010,upper,SC 582,Commend Tito Echiburu upon induction into the 2009 Mississippi Tennis Association Hall of Fame.,2010-12-10 00:05:18.425000,2011-01-12 03:15:20.078000,concurrent resolution,
ms,2010,upper,SC 583,Celebrating the 100th Anniversary of the Boy Scouts of America.,2010-12-10 00:05:18.435000,2011-01-12 03:15:20.088000,concurrent resolution,
ms,2010,upper,SC 584,"Recognize the three university basketball coaches from Louisville, Mississippi, currently coaching in the SEC.",2010-12-10 00:05:18.454000,2011-01-12 03:15:20.097000,concurrent resolution,
ms,2010,upper,SC 585,"Commend and congratulate Miss Mississippi's Outstanding Teen Laura Lee Lewis of Brookhaven, MS.",2010-12-10 00:05:18.461000,2011-01-12 03:15:20.105000,concurrent resolution,
ms,2010,upper,SC 586,"Commend Brookhaven Academy ""Cougars"" Football Team for winning 2009 Class AA State Title and for perfect record.",2010-12-10 00:05:18.468000,2011-01-12 03:15:20.112000,concurrent resolution,
ms,2010,upper,SC 587,"Commend Miss Sydney Dedeaux of Pass Christian High School for her selection as ""Queen Illinois 2010.""",2010-12-10 00:05:18.475000,2011-01-12 03:15:20.119000,concurrent resolution,
ms,2010,upper,SC 588,Urge Congress to adopt legislation addressing clean energy developemnt and climate change.,2010-12-10 00:05:18.478000,2011-01-12 03:15:20.122000,concurrent resolution,
ms,2010,upper,SC 589,"Commend life of Alderwoman Dorothy Nell Self of Dumas, Mississippi.",2010-12-10 00:05:18.500000,2011-01-12 03:15:20.129000,concurrent resolution,
ms,2010,upper,SC 590,"Designate ""ALS Awareness Day in Mississippi"" and urge Congress to fund research.",2010-12-10 00:05:18.507000,2011-01-12 03:15:20.136000,concurrent resolution,
ms,2010,upper,SC 591,"Recognize legendary military career of Lt. Colonel Cary ""Salty"" Salter of Jackson, and his WWII P-51D Mustang ""Charlotte's Chariot II.""",2010-12-10 00:05:18.514000,2011-01-12 03:15:20.144000,concurrent resolution,
ms,2010,upper,SC 592,Commend Our Lady Academy Girls Volleyball Team for 4th consecutive State Championship.,2010-12-10 00:05:18.523000,2011-01-12 03:15:20.152000,concurrent resolution,
ms,2010,upper,SC 593,"Recognize ""Miss Rodeo America 2010"" Kelli Jackson of Eupora, Mississippi.",2010-12-10 00:05:18.540000,2011-01-12 03:15:20.180000,concurrent resolution,
ms,2010,upper,SC 594,"Commend East Mississippi Community College ""Lions"" Football Team for first State Championship and Mississippi Bowl victory.",2010-12-10 00:05:18.548000,2011-01-12 03:15:20.187000,concurrent resolution,
ms,2010,upper,SC 595,"Commend Jim Nunnally, Mississippi Primary Health Care Association ""2009 Executive Director of the Year.""",2010-12-10 00:05:18.555000,2011-01-12 03:15:20.195000,concurrent resolution,
ms,2010,upper,SC 596,Commend the M.S. Palmer High School Cheerleading Squad for winning the second consecutive COED State Championship.,2010-12-10 00:05:18.563000,2011-01-12 03:15:20.203000,concurrent resolution,
ms,2010,upper,SC 597,"Commend Bobby ""Blue"" Bland and declare ""Bobby 'Blue' Bland Day.""",2010-12-10 00:05:18.583000,2011-01-12 03:15:20.212000,concurrent resolution,
ms,2010,upper,SC 598,Commend Our Lady Academy Cross Country Team for first State Championship.,2010-12-10 00:05:18.591000,2011-01-12 03:15:20.221000,concurrent resolution,
ms,2010,upper,SC 599,"Recognizing February as National ""Black History Month.""",2010-12-10 00:05:18.599000,2011-01-12 03:15:20.229000,concurrent resolution,
ms,2010,upper,SC 600,Recognize Mrs. Zula Criddle Warnick on 104th birthday.,2010-12-10 00:05:18.606000,2011-01-12 03:15:20.257000,concurrent resolution,
ms,2010,upper,SC 601,"Designate ""National Wear Red Day"" in Mississippi to bring awareness to cardiovascular disease in women.",2010-12-10 00:05:18.609000,2011-01-12 03:15:20.259000,concurrent resolution,
ms,2010,upper,SC 602,"Commemorate the 105th Anniversary of the founding of Rotary International and designate ""Rotary Day in Mississippi.""",2010-12-10 00:05:18.626000,2011-01-12 03:15:20.267000,concurrent resolution,
ms,2010,upper,SC 603,"Recognize career of Mr. André Curry, Vice President of Business and Finance for Mississippi Valley State University.",2010-12-10 00:05:18.634000,2011-01-12 03:15:20.274000,concurrent resolution,
ms,2010,upper,SC 604,Commend Alcorn State University National Alumni Association.,2010-12-10 00:05:18.641000,2011-01-12 03:15:20.282000,concurrent resolution,
ms,2010,upper,SC 605,Recognize Juneteenth Freedom Day as day of commemoration.,2010-12-10 00:05:18.648000,2011-01-12 03:15:20.290000,concurrent resolution,
ms,2010,upper,SC 606,Commend the New Orleans Saints Football Team for winning their first Super Bowl Championship.,2010-12-10 00:05:18.666000,2011-01-12 03:15:20.298000,concurrent resolution,
ms,2010,upper,SC 607,Mourn the loss of Choctaw Chief Phillip Martin and commend his legacy.,2010-12-10 00:05:18.675000,2011-01-12 03:15:20.306000,concurrent resolution,
ms,2010,upper,SC 608,"Designate March 22, 2010, as ""Water Day in Mississippi"" to focus on the importance and management of freshwater.",2010-12-10 00:05:18.678000,2011-01-12 03:15:20.309000,concurrent resolution,
ms,2010,upper,SC 609,Commend 18 Senior Class Eagle Scouts from Jackson Prep.,2010-12-10 00:05:18.685000,2011-01-12 03:15:20.316000,concurrent resolution,
ms,2010,upper,SC 610,"Recognize Mrs. Martha Segars, Mississippi's Leading Business Woman for 2009.",2010-12-10 00:05:18.702000,2011-01-12 03:15:20.344000,concurrent resolution,
ms,2010,upper,SC 611,"Commend LaPetra Wilson, Miss Mississippi Jr. Teen Cover Girl and National American Miss Cover Girl 2009-2010.",2010-12-10 00:05:18.710000,2011-01-12 03:15:20.352000,concurrent resolution,
ms,2010,upper,SC 612,Commend Pass Christian High School State Champion distance runner Cory McGee for winning the mile race at the Millrose Games.,2010-12-10 00:05:18.717000,2011-01-12 03:15:20.359000,concurrent resolution,
ms,2010,upper,SC 613,"Commend Our Lady Academy ""Crescents"" Soccer Team for winning State Championship.",2010-12-10 00:05:18.724000,2011-01-12 03:15:20.367000,concurrent resolution,
ms,2010,upper,SC 614,Recognize Grady Champion for winning the 26th Annual International Blues Challenge.,2010-12-10 00:05:18.731000,2011-01-12 03:15:20.374000,concurrent resolution,
ms,2010,upper,SC 615,Commend Corinth High School Boys Soccer Team for winning state championship.,2010-12-10 00:05:18.738000,2011-01-12 03:15:20.381000,concurrent resolution,
ms,2010,upper,SC 616,Urge Congress to declare national holiday in honor of the birthday of Mr. Cesar Chavez.,2010-12-10 00:05:18.752000,2011-01-12 03:15:20.384000,concurrent resolution,
ms,2010,upper,SC 617,"Recognize Dr. J.Y. Trice of Cleveland, Mississippi, for 2009 Community Transportation Association of America Leadership Award.",2010-12-10 00:05:18.759000,2011-01-12 03:15:20.391000,concurrent resolution,
ms,2010,upper,SC 618,Recognize Morton Police Department for seizure of illegal drug money on Interstate 20.,2010-12-10 00:05:18.761000,2011-01-12 03:15:20.394000,concurrent resolution,
ms,2010,upper,SC 619,Commend St. Stanislaus Rock-A-Chaws Boys Soccer Team for winning fifth State Championship.,2010-12-10 00:05:18.768000,2011-01-12 03:15:20.401000,concurrent resolution,
ms,2010,upper,SC 620,Commend Noah Robertson for winning the 2010 Mississippi Prudential Spirit of Community Award.,2010-12-10 00:05:18.775000,2011-01-12 03:15:20.429000,concurrent resolution,
ms,2010,upper,SC 621,Commend Emily White as a Distinguished Finalist in the 2010 Spirit of Community Award.,2010-12-10 00:05:18.796000,2011-01-12 03:15:20.436000,concurrent resolution,
ms,2010,upper,SC 622,Acknowledge the state of poverty in Mississippi and need for improved economic viability.,2010-12-10 00:05:18.798000,2011-01-12 03:15:20.438000,concurrent resolution,
ms,2010,upper,SC 623,"Commend service of Reverend Dr. Jerry Young, President of General Missionary Baptist State Convention of Mississippi.",2010-12-10 00:05:18.805000,2011-01-12 03:15:20.445000,concurrent resolution,
ms,2010,upper,SC 624,"Commend Jackson Academy ""Raiders"" for fourth consecutive MAIS Division I Boys Soccer Championship.",2010-12-10 00:05:18.813000,2011-01-12 03:15:20.453000,concurrent resolution,
ms,2010,upper,SC 625,Provide for dedication of sculpture of former Lt. Governor Evelyn Gandy in the Old Supreme Court Chamber.,2010-12-10 00:05:18.820000,2011-01-12 03:15:20.461000,concurrent resolution,
ms,2010,upper,SC 626,Recognize Dr. Stuart Rockoff for 2010 Mississippi Humanities Council Award.,2010-12-10 00:05:18.828000,2011-01-12 03:15:20.469000,concurrent resolution,
ms,2010,upper,SC 627,"Commend broadcaster Bill Ellison and ""Grassroots"" Radio Show upon receiving the 2010 Governor's Award for Excellence in Broadcasting.",2010-12-10 00:05:18.835000,2011-01-12 03:15:20.477000,concurrent resolution,
ms,2010,upper,SC 628,"Mourn the loss and commend the public service of Sam Hamilton, Director of the U.S. Fish and Wildlife Service.",2010-12-10 00:05:18.843000,2011-01-12 03:15:20.505000,concurrent resolution,
ms,2010,upper,SC 629,Recognize Pontotoc Electric Power Association on 75th Anniversary.,2010-12-10 00:05:18.851000,2011-01-12 03:15:20.513000,concurrent resolution,
ms,2010,upper,SC 630,"Recognize career of Langston Rogers, Ole Miss Athletics Director for Media Relations.",2010-12-10 00:05:18.858000,2011-01-12 03:15:20.536000,concurrent resolution,
ms,2010,upper,SC 631,Jerry Rice; commend stellar athletic career and congratulate on being inducted into the 2010 Pro Football Hall of Fame.,2010-12-10 00:05:18.887000,2011-01-12 03:15:20.544000,concurrent resolution,
ms,2010,upper,SC 632,Commend MSU All-SEC senior forward Jarvis Varnado for breaking NCAA career records.,2010-12-10 00:05:18.896000,2011-01-12 03:15:20.553000,concurrent resolution,
ms,2010,upper,SC 633,"Commend and recognize Alpha Kappa Alpha Sorority, Inc. on hosting 78th South Eastern Regional Conference.",2010-12-10 00:05:18.904000,2011-01-12 03:15:20.561000,concurrent resolution,
ms,2010,upper,SC 634,"Recognize Meridian businessman, Mayor and WWII Veteran I. Alfred Rosenbaum.",2010-12-10 00:05:18.912000,2011-01-12 03:15:20.569000,concurrent resolution,
ms,2010,upper,SC 635,"Commend MRA ""Patriots"" Boys Basketball Team and Coach Richard Duease for unprecedented 4th consecutive MAIS State Championship.",2010-12-10 00:05:18.919000,2011-01-12 03:15:20.577000,concurrent resolution,
ms,2010,upper,SC 636,"Commend life of Afghanistan casualty United States Army Staff Sergeant William Seth Ricketts of Glen, Mississippi.",2010-12-10 00:05:18.930000,2011-01-12 03:15:20.588000,concurrent resolution,
ms,2010,upper,SC 637,Commend Dr. Freda Bush for appointment as Chair of the Board of Directors of the Federation of State Medical Licensure Boards.,2010-12-10 00:05:18.939000,2011-01-12 03:15:20.598000,concurrent resolution,
ms,2010,upper,SC 638,"Commend East Rankin Academy ""Lady Patriots"" Basketball Team for first Overall State Championship.",2010-12-10 00:05:18.967000,2011-01-12 03:15:20.606000,concurrent resolution,
